resultId,raceId,driverId,constructorId_x,grid,positionText,positionOrder,statusId,year,round,circuitId,driverRef,nationality_x,constructorRef,status,qualifyId,quali_best_s,no_quali_time,quali_best_s_filled,accident_flag,driverErrorRate,driverScore,pos_clean,momentum_3,momentum_5,momentum_10,constructor_avg_pos,constructor_momentum,driver_circuit_avg,constructor_circuit_avg
20400,340,20,9,1,6,6,1,2010,4,17,vettel,German,red_bull,Finished,3398.0,94.55799999999999,0,94.55799999999999,0,0.01556420233463035,86.17194570135746,6.0,-3.5,-3.6666666666666665,-3.6666666666666665,6.026315789473684,-7.0,4.0,5.791666666666667
20401,340,808,4,14,7,7,1,2010,4,17,petrov,Russian,renault,Finished,3411.0,96.311,0,96.311,0,0.06896551724137931,66.43782181307536,7.0,-7.0,-7.0,-7.0,10.973684210526315,-10.8,11.333333333333334,11.583333333333334
20402,340,17,9,2,8,8,1,2010,4,17,webber,Australian,red_bull,Finished,3399.0,94.80799999999999,0,94.80799999999999,0,0.025974025974025976,78.85605855245323,8.0,-6.333333333333333,-6.75,-6.75,6.026315789473684,-6.8,8.75,5.791666666666667
20403,340,13,6,7,9,9,1,2010,4,17,massa,Brazilian,ferrari,Finished,3404.0,95.18,0,95.18,0,0.025806451612903226,81.00549331285168,9.0,-6.333333333333333,-5.25,-5.25,6.631578947368421,-7.4,9.25,6.333333333333333
20404,340,30,131,9,10,10,1,2010,4,17,michael_schumacher,German,mercedes,Finished,3406.0,95.646,0,95.646,0,0.017241379310344827,86.75148381030735,10.0,-10.0,-8.666666666666666,-8.666666666666666,9.157894736842104,-9.4,14.0,5.291666666666667
20405,340,16,10,10,11,11,1,2010,4,17,sutil,German,force_india,Finished,3407.0,95.66499999999999,0,95.66499999999999,0,0.05263157894736842,65.99971719457014,11.0,-8.0,-9.333333333333334,-9.333333333333334,13.342105263157896,-12.2,17.25,12.777777777777779
20406,340,22,3,11,12,12,1,2010,4,17,barrichello,Brazilian,williams,Finished,3408.0,95.74799999999999,0,95.74799999999999,0,0.0,77.37278960664021,12.0,-10.666666666666666,-10.5,-10.5,12.552631578947368,-12.8,12.5,12.125
20407,340,153,5,12,13,13,1,2010,4,17,alguersuari,Spanish,toro_rosso,Finished,3409.0,96.047,0,96.047,0,0.02631578947368421,67.71591579775723,13.0,-11.0,-11.5,-11.5,13.710526315789474,-13.0,18.5,14.2
20408,340,5,205,21,14,14,11,2010,4,17,kovalainen,Finnish,lotus_racing,+1 Lap,3418.0,99.52000000000001,0,99.52000000000001,0,0.016666666666666666,69.3600517129929,14.0,-15.0,-15.0,-15.0,18.13157894736842,-17.2,17.666666666666668,16.75
20409,340,807,3,16,15,15,11,2010,4,17,hulkenberg,German,williams,+1 Lap,3413.0,96.64699999999999,0,96.64699999999999,0,0.0326530612244898,73.05014313417675,15.0,-12.5,-13.0,-13.0,12.552631578947368,-14.2,13.090909090909092,12.125
20410,340,811,164,23,16,16,12,2010,4,17,bruno_senna,Brazilian,hrt,+2 Laps,3420.0,100.469,0,100.469,0,0.043478260869565216,62.81723391697817,16.0,-16.0,-16.0,-16.0,18.94736842105263,-16.2,11.5,20.166666666666668
20411,340,812,164,24,17,17,14,2010,4,17,chandhok,Indian,hrt,+4 Laps,3421.0,100.578,0,100.578,0,0.09090909090909091,56.067461949814884,17.0,-15.333333333333334,-15.333333333333334,-15.333333333333334,18.94736842105263,-16.8,17.0,20.166666666666668
20412,340,15,205,20,R,18,9,2010,4,17,trulli,Italian,lotus_racing,Hydraulics,3417.0,99.399,0,99.399,0,0.0,71.875,,-20.5,-19.333333333333332,-19.333333333333332,18.13157894736842,-18.2,18.5,16.75
20413,340,810,166,22,R,19,8,2010,4,17,grassi,Brazilian,virgin,Clutch,3419.0,99.783,0,99.783,0,0.05263157894736842,52.98880685877591,,-14.0,-14.0,-14.0,19.05263157894737,-17.4,19.0,21.0
20414,340,37,15,17,R,20,39,2010,4,17,rosa,Spanish,sauber,Technical,3414.0,97.02000000000001,0,97.02000000000001,0,0.05714285714285714,63.76707404744787,,-18.0,-18.0,-18.0,15.078947368421053,-20.2,20.5,15.727272727272727
20415,340,67,5,13,R,21,3,2010,4,17,buemi,Swiss,toro_rosso,Accident,3410.0,96.149,0,96.149,1,0.05263157894736842,66.5322912381736,,-11.0,-13.5,-13.5,13.710526315789474,-15.0,17.5,14.2
20416,340,155,15,15,R,22,3,2010,4,17,kobayashi,Japanese,sauber,Accident,3412.0,96.422,0,96.422,1,0.05405405405405406,67.45653727077875,,,,,15.078947368421053,-22.2,15.0,15.727272727272727
20417,340,24,10,18,R,23,3,2010,4,17,liuzzi,Italian,force_india,Accident,3415.0,97.161,0,97.161,1,0.08108108108108109,62.22557399027988,,-7.0,-8.0,-8.0,13.342105263157896,-15.4,22.5,12.777777777777779
20418,340,10,166,19,W,24,5,2010,4,17,glock,German,virgin,Engine,3416.0,99.27799999999999,0,99.27799999999999,0,0.034482758620689655,64.07716122886403,24.0,-24.0,-24.0,-24.0,19.05263157894737,-19.2,21.333333333333332,21.0
20419,341,17,9,1,1,1,1,2010,5,4,webber,Australian,red_bull,Finished,3422.0,79.995,0,79.995,0,0.025974025974025976,78.85605855245323,1.0,-3.6666666666666665,-5.6,-5.6,6.026315789473684,-3.6,5.25,5.0
20420,341,4,6,4,2,2,1,2010,5,4,alonso,Spanish,ferrari,Finished,3425.0,80.937,0,80.937,0,0.010752688172043012,82.04516247475676,2.0,-6.333333333333333,-4.8,-4.8,6.631578947368421,-7.0,9.214285714285714,7.25
20421,341,20,9,2,3,3,1,2010,5,4,vettel,German,red_bull,Finished,3423.0,80.101,0,80.101,0,0.01556420233463035,86.17194570135746,3.0,-3.3333333333333335,-3.5,-3.5,6.026315789473684,-4.0,5.0,5.0
20422,341,30,131,6,4,4,1,2010,5,4,michael_schumacher,German,mercedes,Finished,3427.0,81.294,0,81.294,0,0.017241379310344827,86.75148381030735,4.0,-7.0,-7.5,-7.5,9.157894736842104,-8.2,11.333333333333334,6.3125
20423,341,18,1,5,5,5,1,2010,5,4,button,British,mclaren,Finished,3426.0,80.991,0,80.991,0,0.0,79.10644466898036,5.0,-4.666666666666667,-4.4,-4.4,6.394736842105263,-4.4,8.714285714285714,9.9375
20424,341,13,6,9,6,6,1,2010,5,4,massa,Brazilian,ferrari,Finished,3430.0,81.58500000000001,0,81.58500000000001,0,0.025806451612903226,81.00549331285168,6.0,-7.333333333333333,-5.4,-5.4,6.631578947368421,-6.8,10.75,7.25
20425,341,16,10,11,7,7,1,2010,5,4,sutil,German,force_india,Finished,3432.0,81.985,0,81.985,0,0.05263157894736842,65.99971719457014,7.0,-7.666666666666667,-8.75,-8.75,13.342105263157896,-13.2,12.5,11.055555555555555
20426,341,9,4,7,8,8,1,2010,5,4,kubica,Polish,renault,Finished,3428.0,81.35300000000001,0,81.35300000000001,0,0.0,76.52543534896476,8.0,-5.666666666666667,-6.0,-6.0,10.973684210526315,-8.6,13.0,11.571428571428571
20427,341,22,3,17,9,9,11,2010,5,4,barrichello,Brazilian,williams,+1 Lap,3439.0,83.125,0,83.125,0,0.0,77.37278960664021,9.0,-11.0,-10.2,-10.2,12.552631578947368,-11.6,13.0,13.96875
20428,341,153,5,15,10,10,11,2010,5,4,alguersuari,Spanish,toro_rosso,+1 Lap,3437.0,82.207,0,82.207,0,0.02631578947368421,67.71591579775723,10.0,-10.666666666666666,-11.2,-11.2,13.710526315789474,-12.8,13.0,12.7
20429,341,808,4,19,11,11,11,2010,5,4,petrov,Russian,renault,+1 Lap,3435.0,82.139,0,82.139,0,0.06896551724137931,66.43782181307536,11.0,-9.0,-9.0,-9.0,10.973684210526315,-10.0,13.0,11.571428571428571
20430,341,155,15,10,12,12,11,2010,5,4,kobayashi,Japanese,sauber,+1 Lap,3431.0,81.725,0,81.725,0,0.05405405405405406,67.45653727077875,12.0,-12.0,-12.0,-12.0,15.078947368421053,-20.0,12.0,12.636363636363637
20431,341,3,131,8,13,13,11,2010,5,4,rosberg,German,mercedes,+1 Lap,3429.0,81.408,0,81.408,0,0.0,83.02508456706057,13.0,-6.333333333333333,-5.8,-5.8,9.157894736842104,-10.2,8.285714285714286,6.3125
20432,341,1,1,3,14,14,29,2010,5,4,hamilton,British,mclaren,Puncture,3424.0,80.82900000000001,0,80.82900000000001,0,0.006269592476489028,91.44540254418168,14.0,-7.333333333333333,-6.2,-6.2,6.394736842105263,-6.0,5.0625,9.9375
20433,341,24,10,16,15,15,5,2010,5,4,liuzzi,Italian,force_india,Engine,3438.0,82.854,0,82.854,0,0.08108108108108109,62.22557399027988,15.0,-15.0,-10.333333333333334,-10.333333333333334,13.342105263157896,-15.2,19.5,11.055555555555555
20434,341,807,3,13,16,16,12,2010,5,4,hulkenberg,German,williams,+2 Laps,3434.0,82.131,0,82.131,0,0.0326530612244898,73.05014313417675,16.0,-13.666666666666666,-13.75,-13.75,12.552631578947368,-12.8,13.0,13.96875
20435,341,15,205,18,17,17,13,2010,5,4,trulli,Italian,lotus_racing,+3 Laps,3440.0,84.674,0,84.674,0,0.0,71.875,17.0,-17.0,-18.75,-18.75,18.13157894736842,-16.8,17.5,20.5
20436,341,10,166,22,18,18,13,2010,5,4,glock,German,virgin,+3 Laps,3442.0,85.475,0,85.475,0,0.034482758620689655,64.07716122886403,18.0,-21.0,-21.0,-21.0,19.05263157894737,-19.6,18.333333333333332,19.0
